C3C4HZ01	C3C4HZ15	C3C4HZ31	CZPOHZ26	CZPOHZ36	CZPOHZ37	F3CZHZ06	F3CZHZ07	F3CZHZ10	F3CZHZ16	F3CZHZ28	FZC3HZ01	FZC3HZ06	FZC3HZ08	FZC3HZ13	FZC3HZ15	FZPOHZ04	FZPOHZ10	FZPOHZ16	FZPOHZ28	FZPOHZ40	PROB3	PROB7	PROB8	rC34Hz08	rC34Hz15	rC34Hz16	rCPOHz16	rCPOHz32	rCPOHz34	rCPOHz38	rCPOHz40	rF3CHz12	rF3CHz20	rFC3Hz17	rFC3Hz30	rFPOHz33	rFPOHz35
8.287852787154390E-02	-2.350327888710520E+00	-6.366641784922290E-01	-1.893526262932430E+00	-7.133971959323830E-02	7.013275059432310E-02	-7.969235825966810E-02	-1.584144562385920E-01	-4.209936185810680E-01	-1.673529077144800E+00	7.167381073696760E+00	-1.120688542093470E-01	4.397662203600730E-02	-2.145978105406410E-01	4.149045521861650E-01	-2.582348662546360E-01	7.567623094696150E-02	5.648197715162630E-02	1.741025017818250E-01	-1.969702835124590E+00	-6.596222045837150E-01	-8.114192456882850E-01	-7.625604123794770E-01	-4.315858305645890E-01	-9.417598705501710E-01	-2.390793479857570E+00	-4.410479840497560E-02	4.795385950337270E-01	4.159064988895650E-01	-3.149160660478340E-01	-5.059537538899340E-01	-1.059046365306170E+00	-8.518898902685510E-01	7.338797305819120E-01	4.046420694833960E-01	7.341197562970420E-01	2.347401218322860E-01	-5.270705003756470E-02
-2.392987219311010E+00	3.116412583935030E-01	-6.054487296824330E-02	-7.076783583082720E-02	2.397926940986700E-01	-7.670514779752590E-02	-1.822529493759080E-01	3.573113332871650E-01	1.640312964392230E-01	-6.099717838370960E-01	-1.120688542093470E-01	1.100152999465490E+01	-8.438698126177900E-01	-3.583823479189560E-01	-4.929677867342820E-02	1.050182361622340E-02	-2.644097314279800E-01	-7.570366070957140E-02	-6.111337365441780E-02	-5.091984181390920E-02	-4.591165338845740E-01	2.703925227323520E+00	2.708846144310440E+00	3.079580173792880E+00	1.083552783589730E-01	5.079744443259210E-01	-3.413850154204550E-01	-3.080340461291040E-01	-5.539070532331270E-02	-1.402330008861590E-01	5.651532942569570E-02	-7.349478325874210E-01	2.758544556232860E-01	-3.805661441951690E-01	-2.656855516816500E-01	2.888780299485050E-01	1.607742705512700E-01	-9.641416473598090E-02
-1.409892224547110E-01	-8.177176028952480E-01	-8.547746481944450E-01	1.534149863223680E-01	-7.365356108610170E-01	1.375257399333300E-01	-1.490768141864170E+00	-5.851940692037560E-01	3.969175411052820E-01	8.504854078772780E-02	4.397662203600700E-02	-8.438698126177900E-01	9.011875312241000E+00	-1.212182152128610E+00	-8.363393317524840E-02	-1.672448951422380E-01	-9.725182880234660E-01	4.514354093382650E-01	-1.138419308358660E+00	2.495018720617940E-01	-6.322288573417250E-02	5.937571347732970E+00	5.550009517929930E+00	6.624971452835470E+00	4.825083154839060E-01	-9.156064781686330E-01	4.069453102411540E-01	-8.637093671713540E-01	1.857507090345350E-01	1.021406941669380E+00	1.698383765303970E-01	8.880461614742180E-02	1.527491365036050E-01	2.763273513938840E-01	-1.682626339522440E+00	-1.838886057743620E+00	-1.194303450532860E+00	-9.956913042216250E-01
1.556058027356000E-01	-3.853742310836540E+00	-4.447454139122060E-01	2.144866005794980E-01	6.327820004118540E-02	-1.898691518415370E-01	-8.031172325854760E-02	-1.159212922195250E+00	-1.078147612290280E+00	-8.529629141732450E-01	-2.145978105406410E-01	-3.583823479189560E-01	-1.212182152128610E+00	1.109121445563010E+01	2.019354164786250E-01	-5.309671342940200E-01	-1.771069817717020E-01	-5.125218862010730E-01	-1.664058788560910E-01	3.190323786906980E-01	-1.461909701531860E-01	-1.285451890972540E+00	-1.097756490265170E+00	-1.900772228248810E+00	3.912430737286430E+00	-4.168080480849970E+00	1.929898882762160E-01	-9.585688475196250E-02	4.535673178420190E-01	-3.913732444921810E-02	-2.076310102154320E-01	9.268577717543990E-02	1.804029656129400E-01	5.679482242826450E-01	-6.099771442484620E-01	-1.615205625079670E+00	-4.081876409977380E-01	1.873683794582880E-03
2.633583412498810E-01	-5.299266315170780E+00	-2.359083649162190E-01	-4.294751954164940E-01	-1.350423759107460E-02	3.666928310147230E-01	5.893887501220100E-01	-2.187017569621610E-02	-1.547967292383420E-01	-3.875414495810220E-01	4.149045521861650E-01	-4.929677867342840E-02	-8.363393317524810E-02	2.019354164786260E-01	8.406869887122580E+00	-1.995268682756180E+00	1.046622827583670E-01	2.521460662611550E-01	-1.024216857877030E+00	-1.956639090386630E-01	-3.574776408032410E-01	-4.534872988424510E-01	-5.923258330495750E-01	-6.069046842750860E-01	-1.166577972038940E+00	-5.456418387538200E+00	1.587934574657040E-01	-3.870532054196680E-01	3.184864567098800E-01	-1.624366758744580E-01	-1.292162344321150E-01	-8.446966520947910E-01	2.262730552057410E+00	-2.574164474825760E-01	-6.866891039313360E-01	-9.385865291844710E-01	-8.792664425089270E-02	-6.588318891980450E-02
2.190522021405010E-01	-7.181793256984310E+00	-7.000485411860410E-01	-1.212193641489140E-01	2.813396191303570E-01	4.627878089094050E-01	-3.979337251601020E-01	1.120967912192440E-01	-1.146584208804710E-01	-2.264659782646020E-01	-2.582348662546370E-01	1.050182361622340E-02	-1.672448951422380E-01	-5.309671342940200E-01	-1.995268682756180E+00	1.321149836462940E+01	2.527696561197300E-01	4.736900747810430E-01	-2.554932404407840E+00	-2.604728060735560E-01	3.203669795429190E-01	2.160004017561060E-01	6.848417327576340E-01	2.563823498641560E-01	-4.972033663039220E-02	-1.713689804468840E+00	5.929416313095780E-01	-1.207265869109470E+00	-1.537896542359230E-01	9.399194780762190E-02	3.036611042147900E-01	3.590932299281390E-01	-5.128132642083670E-03	5.228325389199210E-01	8.434438222013820E-01	-3.604499357630380E-02	-5.248919553932240E-01	2.538443038041310E-01
-1.572498307150910E+00	-8.351935341345120E-01	-5.259253944814660E-01	-2.088393362246950E-01	-6.763292644162620E-01	-3.543476745945540E-01	-1.193125397604670E+00	1.016745953073210E-01	2.494442360164130E-01	2.824617358515860E-01	7.567623094696140E-02	-2.644097314279790E-01	-9.725182880234670E-01	-1.771069817717020E-01	1.046622827583670E-01	2.527696561197300E-01	1.057080510926390E+01	1.543026521882810E+00	-6.928995644666510E-01	1.740676521883330E-02	-6.223259038269350E-01	1.943775592261560E+00	2.613747963695510E+00	2.686355944532560E+00	-6.824841944477060E-02	-1.170927688738950E+00	2.947187479700100E-01	-1.977588570934470E+00	2.584922693884690E-01	3.056170775715140E-01	-1.273305599174680E-01	-8.390183471638610E-01	-1.113951138403260E+00	-3.567608896565080E-01	-3.998091264748030E-01	-8.311235769869400E-02	-6.013109720301280E-01	-9.994143915536590E-01
4.340050775088350E-01	-7.737259566115870E-01	-2.747311246927440E-01	-6.974560549976210E-03	-8.257574645304430E-01	-1.129450348391550E+00	6.286194789852330E-01	8.241025910695520E-02	-3.516516517522720E+00	4.673023105674040E-01	5.648197715162600E-02	-7.570366070957110E-02	4.514354093382660E-01	-5.125218862010730E-01	2.521460662611550E-01	4.736900747810440E-01	1.543026521882810E+00	1.080364377640540E+01	-3.734936997405200E+00	-1.717478321222310E-01	-2.786113059557990E+00	-4.257547759902220E+00	-4.347462914732790E+00	-5.972947340905360E+00	7.409093642731330E-01	-1.189247288797870E+00	-2.488130326455740E-02	-5.197227869150390E+00	-6.818962499194730E-01	1.835215194288260E-02	-1.824795037753250E+00	-3.276828811623430E+00	-1.388731593817380E-01	1.669065495696510E-01	-8.644674743887650E-01	-6.959302272713070E-01	-9.009579611985630E-01	-1.442544121641960E+00
-4.093856706336830E-01	1.388102416079860E+00	1.270615024353770E-01	-1.911680509503020E+00	-1.962573324221000E+00	-2.275773718783610E+00	-1.554092001256280E-01	-9.014293324507320E-01	1.063768781733810E-02	-3.969773411395300E+00	1.741025017818250E-01	-6.111337365441780E-02	-1.138419308358660E+00	-1.664058788560900E-01	-1.024216857877020E+00	-2.554932404407830E+00	-6.928995644666500E-01	-3.734936997405200E+00	2.783842953801380E+01	-1.381537732116400E+00	-4.772607328298290E+00	1.709593455196120E+00	7.495138863069620E-01	1.698396810753990E-01	-1.953026663711210E-01	9.040188251360940E-01	-4.099780163044790E-01	2.102750841802790E+01	-1.097079489881990E+00	-6.399335875186920E-01	-2.117355193398060E+00	-3.847659921957570E+00	2.497687870565020E-01	-5.952382690895900E-01	1.490522909277880E+00	-2.286879321363550E-01	-3.100307273249000E-01	-1.585442760842500E+00
2.827204711067730E-01	5.222549137498660E-02	2.283190065501510E-01	-1.657352214148940E+00	-5.837513769385190E-01	-5.955375777391940E-01	5.795835727375570E-01	1.458714067551160E-01	-4.509812806870120E-01	5.787969653567840E-01	-1.969702835124590E+00	-5.091984181390940E-02	2.495018720617940E-01	3.190323786906990E-01	-1.956639090386640E-01	-2.604728060735570E-01	1.740676521883340E-02	-1.717478321222310E-01	-1.381537732116400E+00	1.144097253902490E+01	-1.493471676058980E+00	1.924300505731910E-01	1.009440196314990E-01	6.516496737901590E-01	-3.957934611362910E-01	2.124362782199990E-01	8.455665715643630E-02	-6.903108098337180E-01	9.616290657682060E-01	4.590205220234730E-01	5.009419973301110E-01	-7.585237411021410E-01	9.095784195867750E-01	-1.537198430286760E-01	-5.015729410632650E-01	-8.510116939079010E-02	2.095821149679940E-02	-1.527434548310370E-02
1.996725414550100E-01	-5.180946997262080E-02	-8.632107124081970E-02	-1.030098441156070E+00	-1.534922300392410E+00	-2.601779840040410E+00	5.681705639307310E-02	-2.122369271223080E-01	-4.049503291823250E-01	-4.453627713830820E-01	-6.596222045837150E-01	-4.591165338845740E-01	-6.322288573417350E-02	-1.461909701531860E-01	-3.574776408032420E-01	3.203669795429180E-01	-6.223259038269350E-01	-2.786113059557990E+00	-4.772607328298290E+00	-1.493471676058980E+00	2.136311441326850E+01	2.337201437833010E+00	1.395426800136920E+00	1.911073293243290E+00	-8.797503307901990E-01	2.302703306471820E-01	7.773184615502970E-01	-4.025673408660840E+00	-1.087739812318040E+00	-9.837270679440340E-01	-1.184199236340800E+00	1.637800070869260E+01	-1.561316273941350E-01	4.623037706278880E-01	-8.551693085637690E-01	-1.082447350383040E-01	4.995700744715990E-01	-1.095638623519610E-01
-4.831530055915840E-01	1.088083626342750E+00	-3.628389816750780E-02	9.229327244353130E-01	1.380571982449250E-01	1.419311381191150E+00	1.010087229589850E-02	-1.413227718943390E+00	8.472091255540990E-01	-7.061717291275650E-01	-8.114192456882870E-01	2.703925227323520E+00	5.937571347732970E+00	-1.285451890972540E+00	-4.534872988424430E-01	2.160004017561060E-01	1.943775592261550E+00	-4.257547759902230E+00	1.709593455196130E+00	1.924300505731890E-01	2.337201437833010E+00	2.071487672104410E+02	2.024827172991490E+02	2.041454647098820E+02	-1.217517921565520E+00	4.393970663363150E+00	-3.303557778236600E+00	2.290707904886980E+00	-5.067793819764990E-01	3.255565847380860E-01	1.716405410856650E+00	-6.606918409295620E-01	-1.840327718429430E-01	-3.545045554873540E-01	2.882849158710560E+00	3.690681583891900E+00	2.849215412025390E+00	-1.523572657236130E-01
-4.834433847104040E-01	9.149247525090170E-01	7.636155045934650E-03	6.674878718762230E-01	5.474347330263790E-01	9.868869187762320E-01	1.665929973796590E-01	-1.404375736070080E+00	1.122270221596990E+00	-5.277985116726280E-01	-7.625604123794780E-01	2.708846144310440E+00	5.550009517929930E+00	-1.097756490265160E+00	-5.923258330495690E-01	6.848417327576340E-01	2.613747963695500E+00	-4.347462914732800E+00	7.495138863069680E-01	1.009440196314970E-01	1.395426800136910E+00	2.024827172991490E+02	2.072410899160970E+02	2.037737882564770E+02	-1.138594880334760E+00	4.375210737800210E+00	-3.278341560249700E+00	1.035701984324280E+00	-1.102569167912740E+00	3.977518883272070E-01	1.288564545790850E+00	-1.574425652765170E+00	3.737131985134710E-02	-1.950593271871360E-01	3.345231161749250E+00	3.218783351832160E+00	3.108455977609470E+00	3.975427727639200E-01
6.718422541411260E-02	8.834767789927110E-01	-1.224825983329020E-01	8.017637615937960E-01	-1.459881189837730E-01	1.289964104695220E+00	1.008788461643760E+00	-9.464553252301980E-01	1.624541269752160E+00	-3.884808745753740E-01	-4.315858305645900E-01	3.079580173792880E+00	6.624971452835470E+00	-1.900772228248810E+00	-6.069046842750810E-01	2.563823498641570E-01	2.686355944532560E+00	-5.972947340905370E+00	1.698396810754060E-01	6.516496737901570E-01	1.911073293243290E+00	2.041454647098820E+02	2.037737882564770E+02	2.252784799739530E+02	-1.680659615680960E+00	3.492435494768870E+00	-3.019646731652640E+00	4.399675373052340E-02	-1.321304146246860E+00	1.986278524778660E-01	1.508533681360290E+00	-9.716030784135750E-01	-6.044208468061620E-01	-1.853227475483330E-02	4.020514022916620E+00	3.155685405489600E+00	3.018739138698050E+00	3.581331345278560E-01
2.279877549384000E-01	-2.905203223264720E+00	-1.630698729979420E-01	-6.122606677335230E-02	-3.261010196841930E-02	9.258463157194380E-03	-8.460744398275110E-01	2.016174229017940E+00	1.889379027500890E-01	9.109233429231110E-02	-9.417598705501710E-01	1.083552783589730E-01	4.825083154839070E-01	3.912430737286430E+00	-1.166577972038940E+00	-4.972033663039280E-02	-6.824841944477040E-02	7.409093642731340E-01	-1.953026663711220E-01	-3.957934611362910E-01	-8.797503307902000E-01	-1.217517921565520E+00	-1.138594880334760E+00	-1.680659615680970E+00	1.133080214247450E+01	-2.728171103988300E+00	-1.841138294885920E-02	-9.539993182329360E-01	-2.482839624001010E-01	2.859933470467400E-01	-1.081788501756430E-01	-4.951533340257070E-01	7.560091320043810E-01	4.090404212503550E-01	-3.496400214222230E-01	1.260112417870510E-01	1.443070608888070E-01	5.197829743536820E-01
-1.675025991353550E+00	3.886010892160600E+01	-3.846690005551690E+00	-1.918308155671810E+00	-4.467099962080840E-02	-2.359909305487690E+00	-1.505235881219410E+00	-2.502085804318730E+00	-4.082369067131240E+00	-1.856766966566480E+00	-2.390793479857570E+00	5.079744443259200E-01	-9.156064781686330E-01	-4.168080480849970E+00	-5.456418387538200E+00	-1.713689804468840E+00	-1.170927688738950E+00	-1.189247288797870E+00	9.040188251360910E-01	2.124362782200000E-01	2.302703306471810E-01	4.393970663363170E+00	4.375210737800220E+00	3.492435494768880E+00	-2.728171103988300E+00	4.929888174537010E+01	-1.105010125668070E+01	1.310627285747560E+00	8.932590007298270E-01	2.075297662254560E-01	-1.572808522380160E+00	-6.177705453433410E-01	1.429643692728990E+00	8.508835246991910E-01	3.072991222627490E+00	-2.966552108963910E+00	1.113287002965650E+00	-1.156206516318550E+00
-1.598102616232780E-01	-3.719763607563050E+00	4.017422901587640E-01	6.433430970523770E-01	-4.327603409514960E-01	5.858929351868480E-01	-8.123220316616990E-01	2.477789019963040E-02	1.557962928206280E-01	1.870626459905020E+00	-4.410479840497620E-02	-3.413850154204560E-01	4.069453102411540E-01	1.929898882762160E-01	1.587934574657030E-01	5.929416313095780E-01	2.947187479700100E-01	-2.488130326455850E-02	-4.099780163044810E-01	8.455665715643610E-02	7.773184615502980E-01	-3.303557778236600E+00	-3.278341560249700E+00	-3.019646731652640E+00	-1.841138294885910E-02	-1.105010125668070E+01	1.513482163462030E+01	-1.000955131415330E+00	-1.750300361294910E-01	2.753525259912550E-01	1.437643052148290E-01	5.521042889363740E-01	2.977840548546550E-01	-7.415079344023860E-01	-3.704597206648910E+00	5.168740152626560E-01	-1.624279765641520E-02	-2.067916252984050E-01
-5.801249588860770E-01	1.867353782530340E+00	-2.634959921603800E-01	-1.002685509069760E+00	-1.465506626098620E+00	-1.748170578049400E+00	-1.169121102902000E-01	-4.428929526304040E-01	-1.458096908495330E-01	-1.759340868669510E+00	4.795385950337270E-01	-3.080340461291050E-01	-8.637093671713550E-01	-9.585688475196220E-02	-3.870532054196670E-01	-1.207265869109470E+00	-1.977588570934480E+00	-5.197227869150400E+00	2.102750841802790E+01	-6.903108098337180E-01	-4.025673408660850E+00	2.290707904886970E+00	1.035701984324280E+00	4.399675373051530E-02	-9.539993182329360E-01	1.310627285747570E+00	-1.000955131415330E+00	2.710734345214520E+01	-1.366252169925590E+00	-8.018998141799480E-01	-2.009438426428000E+00	-2.877419496727010E+00	8.146422589866500E-01	-1.081265626670750E+00	-5.728546511383850E-01	-2.976142962247170E-01	-3.210853191839550E-01	-1.018655994332640E+00
1.103412138706320E-01	5.181415486816450E-01	6.866736774983050E-01	-3.551372472095680E-02	1.667142060883290E-01	3.057220379264830E-01	8.177519752726300E-01	-2.064755439701130E-01	4.479111549300420E-02	1.498591777742770E-01	4.159064988895650E-01	-5.539070532331280E-02	1.857507090345350E-01	4.535673178420190E-01	3.184864567098800E-01	-1.537896542359230E-01	2.584922693884690E-01	-6.818962499194720E-01	-1.097079489881990E+00	9.616290657682060E-01	-1.087739812318040E+00	-5.067793819765140E-01	-1.102569167912750E+00	-1.321304146246880E+00	-2.482839624001010E-01	8.932590007298280E-01	-1.750300361294920E-01	-1.366252169925590E+00	1.254165602414190E+01	4.567346134528670E-02	-1.116001090929540E+00	-2.344928351302880E+00	-1.812287386612870E-01	1.768687919681020E-01	1.729804778814150E-01	-2.444198790223890E-01	-5.026070577656260E+00	-9.518635423501920E-01
-2.483480587594980E-01	-1.640230226584440E-02	7.604927285017380E-01	-4.497148954430120E-02	-5.778843637938570E-01	3.680336920401860E-01	-4.164985703403090E-02	6.193772052503510E-01	3.171494185050850E-01	6.057745132915260E-01	-3.149160660478340E-01	-1.402330008861580E-01	1.021406941669380E+00	-3.913732444921810E-02	-1.624366758744580E-01	9.399194780762200E-02	3.056170775715140E-01	1.835215194288060E-02	-6.399335875186940E-01	4.590205220234720E-01	-9.837270679440290E-01	3.255565847380990E-01	3.977518883272210E-01	1.986278524778780E-01	2.859933470467400E-01	2.075297662254560E-01	2.753525259912550E-01	-8.018998141799490E-01	4.567346134528830E-02	1.427279201312540E+01	-1.816825891986300E+00	-2.508622845825160E+00	-5.752869569174940E-01	-4.545638074981940E-01	5.597885163424080E-01	5.000767910427870E-02	-5.055730515773560E+00	-5.182273351017430E+00
