C3C4HZ01	C3C4HZ15	C3C4HZ31	CZPOHZ26	CZPOHZ36	CZPOHZ37	F3CZHZ06	F3CZHZ07	F3CZHZ10	F3CZHZ16	F3CZHZ28	FZC3HZ01	FZC3HZ06	FZC3HZ08	FZC3HZ13	FZC3HZ15	FZPOHZ04	FZPOHZ10	FZPOHZ16	FZPOHZ28	FZPOHZ40	PROB3	PROB7	PROB8	rC34Hz08	rC34Hz15	rC34Hz16	rCPOHz16	rCPOHz32	rCPOHz34	rCPOHz38	rCPOHz40	rF3CHz12	rF3CHz20	rFC3Hz17	rFC3Hz30	rFPOHz33	rFPOHz35
1.650293778305640E-01	-2.017642730269860E+00	-7.123543014054930E-01	-1.762992780726690E+00	-1.664977866971440E-01	3.085737171654080E-02	-5.370014941255250E-01	-9.989049160503690E-04	-5.987934465222340E-01	-1.411299395958450E+00	7.509514047157030E+00	-6.100404533888680E-01	1.812060477486150E-01	-1.822319674797430E-01	-8.436044779477580E-04	-4.534291571018580E-01	1.031441674686580E-01	-1.014006451670380E-01	1.301021724262900E-01	-1.799258782874260E+00	-3.823287658833220E-01	-7.358140000150750E-01	-5.745188542563720E-01	-4.448349871313760E-01	-8.510549139313620E-01	-2.248493137817960E+00	2.601997839614820E-01	2.838860823599280E-01	5.539161651104950E-01	1.445776186970540E-01	-6.597742043598190E-01	-7.049575125477450E-01	-8.448028276474620E-01	7.299771805173530E-01	3.806607827085020E-02	1.041637795341470E+00	9.571407515730330E-02	6.590478091702260E-02
-2.229644391378890E+00	8.001756724045830E-01	-1.044572899920580E-01	2.977710733139120E-01	1.986753860019350E-01	-2.240163173832830E-01	-5.675310179429160E-01	2.824310133039390E-01	2.505222217409790E-01	-4.495143137640910E-01	-6.100404533888680E-01	1.072976714677330E+01	-6.994059293725070E-01	-1.623739078443420E-01	-6.882205928679780E-02	-1.562925371076910E-01	-3.596698065231650E-01	-4.578309748035650E-01	3.772624801310050E-01	2.375515255703010E-01	-4.650496568422180E-01	1.141529401098050E+00	1.168671072572890E+00	1.469478226946190E+00	1.091857964016700E-01	8.284584965423180E-01	5.873005541821750E-02	4.362842784970770E-01	-1.997799365446680E-01	-6.477941723225880E-01	-1.647696189108730E-01	-5.182152009417750E-01	4.129743965864220E-01	-2.829867974603650E-01	-1.366802814803670E-01	-3.235382971212230E-01	6.356418459723930E-01	1.584134764963710E-01
-9.005030912987650E-02	-3.122229094113920E-01	-8.977374875441990E-01	8.176170667591720E-02	-8.140310669746740E-01	1.397841062345020E-02	-1.668372378899060E+00	-6.541780630481610E-01	8.767029961199010E-02	-5.091424042216780E-02	1.812060477486150E-01	-6.994059293725080E-01	8.774296019940350E+00	-1.231558464248080E+00	-1.443140758877510E-01	-4.758024340852540E-01	-8.955745996146400E-01	5.617976307236280E-01	-1.084109203583480E+00	1.444849083731160E-01	2.289371968726210E-01	4.165042801737370E+00	3.816443275556410E+00	4.712960918262520E+00	5.172840987896010E-01	-1.468907715268240E-01	3.109474019545750E-01	-1.008066664195460E+00	2.992706589581350E-01	7.975950490652570E-01	3.668897530793690E-01	5.244209879906390E-01	1.354228176013290E-01	1.382908217116880E-01	-2.160917671703560E+00	-2.095859111665860E+00	-1.085438486449370E+00	-1.110686382069420E+00
1.314462345489740E-01	-4.872916274448820E+00	-3.603502359911140E-01	2.352970104074040E-01	2.109064542045370E-01	-4.100669802084150E-01	2.472470790871610E-01	-1.221242936982950E+00	-8.984573619501470E-01	-4.711194407111650E-01	-1.822319674797440E-01	-1.623739078443410E-01	-1.231558464248080E+00	1.102060284013960E+01	2.752482324514760E-01	-4.671592783884290E-01	1.102115392595190E-01	-1.638409498480450E-01	-3.472735572838270E-01	-3.004601417807730E-02	-1.111051132555020E-01	-9.593251035054650E-01	-7.061290288609490E-01	-9.788279766933860E-01	4.277429361610600E+00	-5.144087175864800E+00	5.537703972805620E-01	-5.457539703385880E-01	-2.265194364542660E-01	-1.659853014014970E-01	-8.028809463034410E-04	-1.857534321945320E-01	2.117804866468740E-01	6.271520580426520E-01	-6.056143015163950E-01	-1.332030741964930E+00	-1.865444317544580E-02	2.069477492768980E-01
4.590033376065870E-02	-4.306572878772670E+00	-3.203785040546530E-01	-5.743654603270280E-01	-1.147318928969140E-01	3.891769324927660E-01	3.719389570802160E-01	1.712458142776330E-01	-2.207185743418040E-01	-3.889503126224270E-01	-8.436044779485200E-04	-6.882205928679760E-02	-1.443140758877510E-01	2.752482324514760E-01	8.210452036587140E+00	-2.044596367620550E+00	3.745084360634800E-01	3.051861266885060E-01	-7.441659018715660E-01	-2.456693921384140E-01	5.242741232424730E-02	-1.118707388323070E+00	-1.139705856593730E+00	-1.297202084164900E+00	-1.017313186962930E+00	-3.977987812635230E+00	-4.711305285443520E-02	-1.493364738817930E-01	-9.161550785758460E-04	-4.327349688167100E-01	-3.361578903958340E-02	-3.046557093117660E-01	2.112138557371590E+00	-4.625522201862700E-01	-7.335577238784500E-01	-1.131409848013840E+00	3.350927408113320E-02	-2.045601856855800E-01
3.311066694427450E-01	-6.622496747992850E+00	-5.176543463067800E-01	-5.068307174614190E-03	2.114977517076090E-01	7.015495182284000E-01	-1.689861365279810E-01	-1.188697594000580E-01	-2.785583352222270E-01	-8.993233061770780E-02	-4.534291571018580E-01	-1.562925371076910E-01	-4.758024340852540E-01	-4.671592783884280E-01	-2.044596367620550E+00	1.286599327236490E+01	4.533823328410520E-01	4.592072995680390E-01	-3.163833767129960E+00	3.310101077416120E-01	5.835772664022930E-02	-6.062182447467790E-01	-3.104954503720610E-01	-4.296678801427310E-01	-3.599076549965440E-02	-1.518403461033590E+00	8.236361541029800E-01	-1.549210631934390E+00	-1.203817756401520E-01	3.597275561876480E-01	4.935423677516680E-01	2.217843024083920E-01	2.543294624028760E-02	5.940742721336350E-01	7.625234096575820E-01	-8.179318294093040E-02	-6.225365059917490E-01	3.617091670893440E-01
-1.604287365881910E+00	-9.404338638242730E-01	-8.768157728961600E-01	-4.893435483335820E-01	-2.391970702268320E-01	-3.908413522137600E-01	-1.195625152537260E+00	-5.290311240745350E-02	1.058479088936500E-01	2.927965128491250E-01	1.031441674686580E-01	-3.596698065231650E-01	-8.955745996146400E-01	1.102115392595200E-01	3.745084360634800E-01	4.533823328410510E-01	1.063091891574980E+01	1.499513358021360E+00	-8.612708131108310E-01	1.904570262376000E-01	-4.240524387045980E-01	1.864987418890770E+00	2.191353191238130E+00	2.102207434580560E+00	2.921491281227610E-01	-1.284531613810790E+00	1.416593083164610E-01	-1.950842439436790E+00	2.454392737963350E-01	3.237877722498930E-01	-4.189424859896320E-01	-4.571528467217450E-01	-1.140470835305840E+00	-2.444577667124950E-01	-3.895768927502010E-01	-4.361552504662620E-01	-5.830316778042410E-01	-6.686259835422600E-01
7.664159315801440E-01	-1.288798199921490E+00	-3.040193367236160E-02	-4.805793048984600E-02	-1.234701900413640E+00	-1.242335370561630E+00	6.376970539199320E-01	3.216860539442610E-01	-3.627652485957040E+00	5.944760019895620E-01	-1.014006451670370E-01	-4.578309748035650E-01	5.617976307236280E-01	-1.638409498480450E-01	3.051861266885070E-01	4.592072995680390E-01	1.499513358021360E+00	1.116839541640270E+01	-4.029110656130100E+00	-1.758957782508790E-01	-2.384377555605530E+00	-4.227917094005250E+00	-3.986845526758720E+00	-5.747347135079820E+00	9.276091069771590E-01	-2.040314487405930E+00	6.974652741720310E-02	-5.298690147229300E+00	-9.001571504214560E-01	2.238770024422590E-01	-1.606941187558940E+00	-2.967997507910470E+00	-4.938407871254320E-02	1.568591993351400E-01	-9.265754959482480E-01	-7.174310132518250E-01	-1.118620668508050E+00	-1.863228418129370E+00
-6.353257528521500E-01	1.532983412909350E+00	-9.735351563642440E-02	-1.685843216612680E+00	-1.451462408927470E+00	-2.470533530554480E+00	-1.369897381132540E-01	-8.416426684217510E-01	2.041572530490510E-01	-4.315391144329760E+00	1.301021724262880E-01	3.772624801310040E-01	-1.084109203583480E+00	-3.472735572838270E-01	-7.441659018715670E-01	-3.163833767129950E+00	-8.612708131108320E-01	-4.029110656130100E+00	2.800386937991150E+01	-1.505432734955790E+00	-4.654109581406470E+00	3.250891407902750E+00	2.305566651417570E+00	1.991136693067760E+00	-3.612531857329680E-01	1.194460516447280E+00	-9.807688035526060E-01	2.039052097687100E+01	-5.881416989971870E-01	-3.754056754485360E-01	-2.940820401090260E+00	-4.001165228751070E+00	2.555491557610760E-01	-3.524560281031700E-01	1.764337908673600E+00	-1.633623681132330E-02	-2.467433232515120E-01	-1.202547346427650E+00
1.071933664704240E-01	-5.548153454601370E-01	6.959294061385580E-02	-1.516105139979790E+00	-5.399461992647050E-01	-6.707930998174740E-01	3.943108933798610E-01	3.606273498617120E-01	-3.724814690741790E-01	5.061497881336730E-01	-1.799258782874260E+00	2.375515255703010E-01	1.444849083731160E-01	-3.004601417807700E-02	-2.456693921384140E-01	3.310101077416130E-01	1.904570262376000E-01	-1.758957782508790E-01	-1.505432734955790E+00	1.100446929822930E+01	-1.590466743903970E+00	7.595011020195500E-01	3.702304536734840E-01	5.789286483351150E-01	-4.135196905655300E-01	-2.611455263691670E-02	-9.302457885552050E-02	-4.211877359473630E-01	4.871486173010480E-01	5.957896967658810E-01	4.882501502491120E-01	-3.157158535011300E-01	8.467819632605560E-01	-1.908674178269550E-01	-3.868300099676960E-01	9.577116821381410E-02	-2.132673100099330E-01	-5.699425320088190E-02
4.060145218589850E-01	-1.737658041224500E-01	-2.276229727386990E-01	-1.229423316756190E+00	-1.343672172919700E+00	-2.550821968363710E+00	1.464398764485060E-01	-3.749849892788810E-01	-1.800684284012400E-01	-6.910098366247670E-01	-3.823287658833210E-01	-4.650496568422180E-01	2.289371968726210E-01	-1.111051132555010E-01	5.242741232424790E-02	5.835772664022810E-02	-4.240524387045990E-01	-2.384377555605530E+00	-4.654109581406470E+00	-1.590466743903970E+00	2.069198491556150E+01	2.308529548336300E+00	1.376961187334890E+00	1.946928740232110E+00	-9.003733536453800E-01	-5.391274194512210E-01	6.165413006174100E-01	-4.392223807036810E+00	-3.366337049935870E-01	-7.346615433238180E-01	-9.598439331586990E-01	1.496632895233190E+01	-2.038642998952230E-01	3.743815620495370E-01	-8.879862858809090E-01	-1.043493024101730E-01	2.017065420955200E-01	-9.293830641027910E-02
-2.286080178974770E-01	3.341783622300310E+00	-2.741646927049630E-01	6.752645578177900E-01	7.989997039431230E-02	1.277655157634650E+00	5.882681481397700E-02	-1.242515515837930E+00	-3.895393876419730E-01	-6.425269013848100E-01	-7.358140000150750E-01	1.141529401098060E+00	4.165042801737360E+00	-9.593251035054670E-01	-1.118707388323080E+00	-6.062182447467810E-01	1.864987418890770E+00	-4.227917094005260E+00	3.250891407902770E+00	7.595011020195490E-01	2.308529548336300E+00	1.566964501045850E+02	1.522394239812740E+02	1.532172085029510E+02	-9.989546923306680E-01	5.712430690801150E+00	-2.179120043376960E+00	4.652952428394070E+00	-6.036143321092750E-01	-7.248535916008600E-01	8.532228050824240E-01	8.107291688472620E-01	3.817135337794210E-01	4.749702916886230E-01	1.380492039347560E+00	3.241896648781020E+00	3.280795450017210E+00	-3.879206818963590E-01
-2.484815281129740E-01	3.473333383021510E+00	-2.573869178602420E-01	2.805188377336660E-01	5.502940076542510E-01	9.679493528692480E-01	4.572454081541520E-01	-1.421982406376740E+00	-2.630171562313880E-01	-5.312470363702930E-01	-5.745188542563740E-01	1.168671072572890E+00	3.816443275556410E+00	-7.061290288609520E-01	-1.139705856593730E+00	-3.104954503720640E-01	2.191353191238130E+00	-3.986845526758720E+00	2.305566651417580E+00	3.702304536734870E-01	1.376961187334890E+00	1.522394239812740E+02	1.570482733172510E+02	1.527503950114240E+02	-1.071924338351910E+00	5.700181415978270E+00	-1.895378266863650E+00	3.391338014396320E+00	-9.880167327063010E-01	-6.746744443092280E-01	5.072795821934180E-01	-1.883881924469570E-01	7.996198067286440E-01	7.819369264639820E-01	1.756332000301930E+00	2.821348124026000E+00	3.577078324980200E+00	1.971652301886840E-01
4.464661217619140E-01	2.991648904358790E+00	-5.036864791551970E-01	7.246971678284740E-01	1.561928507408530E-01	7.868013507327040E-01	9.364631555099880E-01	-1.306761895992350E+00	8.932478124430390E-01	-6.232961401297960E-01	-4.448349871313790E-01	1.469478226946190E+00	4.712960918262520E+00	-9.788279766933900E-01	-1.297202084164900E+00	-4.296678801427360E-01	2.102207434580560E+00	-5.747347135079820E+00	1.991136693067780E+00	5.789286483351210E-01	1.946928740232120E+00	1.532172085029510E+02	1.527503950114240E+02	1.719337977084320E+02	-1.503512927369960E+00	4.705597406974120E+00	-1.751865835399570E+00	2.264065639911590E+00	-1.215998456917500E+00	-5.284661397847160E-01	4.659158073317330E-01	5.413250691144810E-01	-3.102140771679990E-02	8.448874338445840E-01	2.491330531302740E+00	2.650268092387980E+00	3.093242776326530E+00	4.996301856694280E-01
2.719696806960470E-01	-3.811243215532650E+00	-4.841353493065130E-01	1.146307813187970E-01	4.674415671829960E-02	5.198500897827620E-02	-4.955851568442550E-01	1.594967669839320E+00	2.319475966778350E-01	2.849309300469410E-01	-8.510549139313620E-01	1.091857964016700E-01	5.172840987896010E-01	4.277429361610600E+00	-1.017313186962930E+00	-3.599076549965440E-02	2.921491281227610E-01	9.276091069771600E-01	-3.612531857329700E-01	-4.135196905655290E-01	-9.003733536453800E-01	-9.989546923306690E-01	-1.071924338351920E+00	-1.503512927369960E+00	1.136519516317230E+01	-3.823511920321880E+00	2.924318208246960E-01	-1.428198244227570E+00	-1.672156363468240E-01	-4.238958150776010E-02	1.916303262742960E-01	-5.389017069447830E-01	6.605413878575110E-01	5.205748695907970E-01	-3.993912771735480E-01	1.654422285434200E-03	-2.566040488722460E-01	8.537117516829250E-01
-1.736572733292770E+00	3.791419551098890E+01	-3.992187660423230E+00	-2.046567158099190E+00	-5.373907969127760E-01	-1.808844147453920E+00	-1.693627118932480E+00	-2.020598329564310E+00	-3.785681059226650E+00	-2.220128200269060E+00	-2.248493137817950E+00	8.284584965423180E-01	-1.468907715268210E-01	-5.144087175864800E+00	-3.977987812635230E+00	-1.518403461033580E+00	-1.284531613810790E+00	-2.040314487405940E+00	1.194460516447280E+00	-2.611455263691740E-02	-5.391274194512220E-01	5.712430690801140E+00	5.700181415978260E+00	4.705597406974110E+00	-3.823511920321880E+00	4.824969341193610E+01	-1.140434916107800E+01	1.747246546901690E+00	6.994647303177140E-01	2.010896285241110E-01	-1.985286604542480E+00	-1.073811588971370E+00	1.774783700324310E+00	3.270993952207010E-01	2.885877920861660E+00	-2.965409359661890E+00	1.196152600747970E+00	-8.690559525541570E-01
-2.656424162997370E-01	-4.143809495654090E+00	5.430856646955860E-01	6.419835907774260E-01	-1.669719736619410E-01	9.139788454456900E-02	-6.414515973798270E-01	1.864684390261740E-01	-4.037312946644100E-02	2.210939915388060E+00	2.601997839614810E-01	5.873005541821760E-02	3.109474019545740E-01	5.537703972805640E-01	-4.711305285443390E-02	8.236361541029780E-01	1.416593083164610E-01	6.974652741720370E-02	-9.807688035526090E-01	-9.302457885552030E-02	6.165413006174110E-01	-2.179120043376970E+00	-1.895378266863660E+00	-1.751865835399570E+00	2.924318208246970E-01	-1.140434916107800E+01	1.534627710327290E+01	-1.493139325051330E+00	-1.886340099861120E-02	6.189171387275560E-01	1.150292652316530E-01	3.110420369104450E-01	3.657116058553790E-01	-4.624721003479700E-01	-3.341488231209780E+00	6.752777234484890E-01	-2.985042915483870E-01	-4.735407732171750E-01
-7.531538737729820E-01	2.139073911877750E+00	-5.577577777726840E-01	-7.899571303227560E-01	-9.041417015610360E-01	-1.655032401329160E+00	3.442281688673850E-02	4.271905330618520E-03	-7.674832236501880E-02	-1.975778737731760E+00	2.838860823599260E-01	4.362842784970760E-01	-1.008066664195460E+00	-5.457539703385880E-01	-1.493364738817940E-01	-1.549210631934390E+00	-1.950842439436790E+00	-5.298690147229300E+00	2.039052097687100E+01	-4.211877359473610E-01	-4.392223807036810E+00	4.652952428394050E+00	3.391338014396300E+00	2.264065639911570E+00	-1.428198244227570E+00	1.747246546901690E+00	-1.493139325051320E+00	2.560900250028320E+01	-8.686799377176160E-01	-6.312831245612560E-01	-2.452196155391350E+00	-3.360167371657770E+00	7.552789064148700E-01	-9.555950850876040E-01	-2.685694972944800E-01	1.008760374506820E-01	-5.267628432710890E-02	-9.094078377365720E-01
-5.281715874479010E-02	8.331582499982440E-02	6.739966987677270E-01	5.015172551667300E-01	3.477181133714280E-01	-4.306541050265090E-01	3.112282745192760E-01	-1.018369242184730E-02	3.808444128406940E-01	2.160644726914670E-01	5.539161651104950E-01	-1.997799365446680E-01	2.992706589581340E-01	-2.265194364542650E-01	-9.161550785751970E-04	-1.203817756401520E-01	2.454392737963350E-01	-9.001571504214560E-01	-5.881416989971850E-01	4.871486173010470E-01	-3.366337049935890E-01	-6.036143321092750E-01	-9.880167327063020E-01	-1.215998456917500E+00	-1.672156363468240E-01	6.994647303177120E-01	-1.886340099860960E-02	-8.686799377176140E-01	1.172569754641520E+01	-4.754850285892090E-01	-1.252969285355830E+00	-1.495702645406280E+00	-7.332747845010660E-02	-7.206089092077520E-02	1.883427851621630E-01	-1.208774266478270E-01	-4.838292335701310E+00	-4.907443848985540E-01
-1.707377778453930E-01	1.902636016635250E-01	9.369866964602590E-01	-6.624300463722670E-01	-3.264840210399370E-01	2.342256798776460E-01	6.728662498117570E-02	4.672324841146750E-01	3.749367055519840E-01	2.918540734563890E-01	1.445776186970540E-01	-6.477941723225880E-01	7.975950490652580E-01	-1.659853014014960E-01	-4.327349688167090E-01	3.597275561876480E-01	3.237877722498940E-01	2.238770024422590E-01	-3.754056754485400E-01	5.957896967658810E-01	-7.346615433238160E-01	-7.248535916008570E-01	-6.746744443092250E-01	-5.284661397847120E-01	-4.238958150775950E-02	2.010896285241120E-01	6.189171387275580E-01	-6.312831245612600E-01	-4.754850285892060E-01	1.380551269645640E+01	-1.566816095343070E+00	-2.216631942907930E+00	-2.510334737994160E-01	-4.262049827494040E-01	2.444096057957700E-01	3.443219565401690E-01	-4.913667499430050E+00	-4.903598608594540E+00
